Program		INST_RETIRED.ANY	CPU_CLK_UNHALTED.THREAD	CPU_CLK_UNHALTED.REF_TSC	MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM_PS	DTLB_STORE_MISSES.MISS_CAUSES_A_WALK	ICACHE.HIT	ICACHE.MISSES	ITLB_MISSES.MISS_CAUSES_A_WALK	BR_INST_EXEC.ALL_BRANCHES	BR_MISP_EXEC.ALL_BRANCHES	BR_INST_RETIRED.ALL_BRANCHES	MEM_UOPS_RETIRED.STLB_MISS_LOADS	MEM_UOPS_RETIRED.STLB_MISS_STORES	MEM_UOPS_RETIRED.ALL_LOADS	MEM_UOPS_RETIRED.ALL_STORES	MEM_LOAD_UOPS_RETIRED.L1_HIT	MEM_LOAD_UOPS_RETIRED.L2_HIT	MEM_LOAD_UOPS_RETIRED.L3_HIT	MEM_LOAD_UOPS_RETIRED.L1_MISS	MEM_LOAD_UOPS_RETIRED.L2_MISS	MEM_LOAD_UOPS_RETIRED.L3_MISS	DTLB_LOAD_MISSES.WALK_COMPLETED	DTLB_LOAD_MISSES.STLB_HIT	DTLB_STORE_MISSES.WALK_COMPLETED	DTLB_STORE_MISSES.STLB_HIT	ITLB_MISSES.WALK_COMPLETED	ITLB_MISSES.STLB_HIT	Benign
parsec_56		39408059112	26830040245	28984043476	600330	0	2928004392	30000450	0	6117691764	202803042	5865731976	1800054	0	10644015966	2364003546	9456014184	44401332	49820916	107403222	62726334	8400252	1800054	0	0	11400342	0	0	1
parsec_56		39606059409	26382039573	29048043572	840462	0	2184003276	24000360	0	6465696984	199202988	6148938348	1800054	1200036	11304016956	2400003600	10260015390	48601458	54322806	120003600	66928098	9000270	1200036	0	0	5400162	0	0	1
parsec_56		39398059097	26184039276	28946043419	960528	0	2580003870	19200288	0	6243693654	205203078	5906532894	1200036	0	11772017658	2268003402	10020015030	47401422	51321546	118203546	58524570	5400162	600018	0	0	10800324	0	0	1
parsec_56		39344059016	25392038088	27096040644	240132	0	2664003996	22800342	0	5950889262	189602844	5690528034	600018	0	10500015750	2220003330	9564014346	46201386	47419908	109203276	61225704	5400162	0	0	0	12000360	0	0	1
parsec_56		39436059154	26270039405	28940043410	2161188	0	2412003618	18000270	0	6087691314	183602754	5822531004	3000090	0	10680016020	2124003186	9312013968	50401512	52221924	116403492	60925578	4200126	1200036	0	0	9000270	0	0	1
parsec_56		39668059502	26898040347	28396042594	2161188	0	2520003780	33600504	0	6145292178	198002970	5853731706	2400072	600018	10416015624	2112003168	10632015948	46801404	50721294	118203546	55523310	5400162	600018	0	0	12000360	0	1200036	1
parsec_78		56120084180	33178049767	31340047010	8404620	0	6552009828	27600414	0	7612914192	194402916	7507368912	0	0	19644029466	5784008676	18384027576	52801584	62126082	126603798	74131122	600018	0	24000036	0	1800054	0	0	1
parsec_78		55660083490	32150048225	29380044070	6843762	0	5988008982	15600234	0	7339310088	177602664	7233762756	0	0	19608029412	5964008946	18444027666	33601008	48920538	93602808	58824696	600018	0	36000054	0	4200126	0	0	1
parsec_78		56152084228	33126049689	31154046731	6363498	0	6036009054	19200288	0	7212108180	177602664	7094559624	0	0	20232030348	5808008712	19260028890	31200936	58224444	94802844	66627972	0	0	36000054	0	12600378	0	600018	1
parsec_78		56444084666	33140049710	31856047784	8044422	0	6240009360	18000270	0	7478512176	178802682	7317764646	0	0	19680029520	5832008748	18492027738	35401062	55223184	98402952	63326586	0	0	24000036	0	0	0	0	1
parsec_78		56136084204	32644048966	30946046419	8044422	0	6276009414	26400396	0	7332109980	181202718	7233762756	0	0	19992029988	5928008892	18912028368	18600558	53422428	87602628	59725074	0	0	24000036	0	6600198	0	0	1
parsec_78		55716083574	32508048762	30912046368	7924356	0	6276009414	21600324	0	6987704814	177602664	6880954818	0	0	20280030420	5868008802	19032028548	21000630	56723814	89402682	62426208	0	0	24000036	0	12600378	0	0	1
parsec_78		55514083271	32090048135	29588044382	8404620	0	6036009054	22800342	0	7254108810	186002790	7118560164	0	0	20256030384	5760008640	18456027684	36601098	54322806	102603078	63926838	0	600018	24000036	0	0	0	0	1
parsec_78		55966083949	32624048936	30806046209	6843762	0	6768010152	26400396	0	7198907982	177602664	7070559084	0	0	20424030636	6000009000	18924028386	45001350	50421168	111003330	61525830	1200036	0	48000072	0	5400162	0	0	1
parsec_78		55604083406	32302048453	30114045171	8524686	0	6192009288	21600324	0	7388510826	188402826	7257763296	0	0	19764029646	5784008676	18264027396	35401062	56423688	103803114	63026460	600018	0	36000054	0	0	0	0	1
parsec_78		56274084411	32948049422	31796047694	7203960	0	6228009342	21600324	0	7101706524	177602664	6945756276	0	0	19572029358	5724008586	18996028494	19800594	48620412	81602448	58224444	0	0	24000036	0	1800054	0	600018	1
parsec_910		49250073875	25566038349	25302037953	1921056	0	4968007452	46800702	0	4918873782	66000990	5104914858	1200036	1800054	10596015894	3492005238	10080015120	99002970	45319026	150004500	50121042	1800054	1800054	36000054	0	8400252	0	0	1
parsec_910		49488074232	26222039333	26064039096	1680924	0	4920007380	55200828	0	5096476446	74401116	5306519394	1800054	0	10536015804	3492005238	10200015300	97802934	39616632	145204356	45319026	0	600018	36000054	0	7800234	0	0	1
parsec_910		49348074022	25738038607	25354038031	1440792	0	5604008406	54000810	0	5011275168	75601134	5232117720	1200036	600018	10680016020	3552005328	10308015462	106203186	47119782	159604788	42918018	0	0	36000054	0	7800234	0	0	1
parsec_910		49270073905	25448038172	25056037584	1320726	0	5100007650	57600864	0	4998074970	76801152	5200917018	600018	3000090	10476015714	3456005184	10056015084	94802844	45018900	145204356	39616632	3600108	1800054	48000072	0	9000270	0	0	1
parsec_910		49194073791	25514038271	25340038010	120066	0	5352008028	61200918	0	5056875852	80401206	5256118260	600018	1800054	10848016272	3648005472	10236015354	102003060	48020160	151804554	44118522	3600108	0	36000054	0	8400252	0	0	1
parsec_910		49152073728	25398038097	25268037902	120066	0	5688008532	56400846	0	5104876572	81601224	5301719286	1200036	1800054	10932016398	3624005436	10152015228	97802934	45619152	150604518	44118522	3000090	1800054	36000054	0	6600198	0	0	1
parsec_910		49190073785	25450038175	25230037845	240132	0	4800007200	56400846	0	4952474286	70801062	5172116370	0	600018	10644015966	3564005346	10584015876	108003240	49220664	163204896	46219404	1800054	0	24000036	0	4800144	0	0	1
parsec_910		49186073779	22222033333	22970034455	120066	0	5184007776	52800792	0	4747271208	68401026	5023313022	1200036	0	10296015444	3468005202	9924014886	111003330	48320286	168005040	46819656	600018	600018	36000054	0	7200216	0	0	1
parsec_910		49250073875	25712038568	24984037476	1200660	0	5100007650	56400846	0	4892473386	69601044	5088114480	0	1200036	10572015858	3516005274	10344015516	88202646	41417388	136204086	45018900	2400072	1200036	24000036	0	7200216	0	0	1
parsec_910		49180073770	25524038286	25432038148	240132	0	6036009054	57600864	0	5019675294	73201098	5265718476	600018	0	10728016092	3480005220	10344015516	100203006	41417388	149404482	45919278	0	1200036	36000054	0	6000180	0	0	1
parsec_13		15556023334	18002027003	17570026355	120066	600018	3204004806	33600504	0	3007245108	79201188	2944866258	22800684	1200036	3780005670	1572002358	3516005274	26400792	48920538	87602628	65427468	13200396	31200936	84000126	600018	2400072	0	0	1
parsec_13		15568023352	17930026895	16984025476	4442442	2400072	3180004770	24000360	0	3000045000	74401116	2920865718	22200666	2400072	3852005778	1692002538	3372005058	27600828	43818396	86402592	60625452	10800324	27600828	132000198	600018	3600108	0	0	1
parsec_13		15604023406	18068027102	17372026058	4442442	1200036	3012004518	13200198	0	2914843722	73201098	2853664206	22200666	1800054	3912005868	1668002502	3396005094	27000810	44718774	89402682	62426208	13800414	29400882	120000180	600018	2400072	0	0	1
parsec_13		15818023727	18764028146	18406027609	2761518	1200036	3384005076	26400396	0	3024045360	72001080	2983267122	24000720	1200036	3660005490	1596002394	3420005130	25800774	45319026	86402592	61525830	13200396	30000900	132000198	1800054	4200126	0	0	1
parsec_13		15570023355	17876026814	17408026112	120066	2400072	3408005112	26400396	0	3031245468	74401116	2961666636	25200756	1800054	3744005616	1572002358	3300004950	27000810	47720034	92402772	62426208	12000360	27000810	120000180	1800054	3600108	0	0	1
parsec_13		15562023343	18044027066	17712026568	0	1800054	3072004608	25200378	0	3014445216	80401206	2959266582	24600738	1800054	3828005742	1596002394	3588005382	30000900	48920538	94202826	66627972	13200396	30600918	108000162	600018	4200126	0	0	1
parsec_13		15584023376	17260025890	16884025326	0	2400072	2940004410	24000360	0	2954444316	69601044	2896865178	19800594	1800054	3708005562	1572002358	3408005112	25800774	48920538	97202916	68728854	13200396	25200756	108000162	600018	3000090	0	0	1
parsec_13		15722023583	18450027675	17830026745	120066	2400072	3396005094	26400396	0	3118846782	76801152	3072069120	20400612	1800054	3888005832	1692002538	3480005220	24600738	46219404	82802484	59124822	12000360	27600828	120000180	1800054	4200126	0	0	1
parsec_13		15698023547	18568027852	17912026868	3001650	2400072	3060004590	18000270	0	3079246188	73201098	3028868148	24000720	600018	3888005832	1620002430	3432005148	22800684	41417388	79802394	64226964	12600378	31800954	108000162	1800054	3600108	0	0	1
parsec_13		15598023397	17348026022	16896025344	0	1200036	2880004320	30000450	0	3096046440	74401116	3040868418	22800684	1200036	3792005688	1608002412	3492005238	25200756	50721294	98402952	66928098	15000450	29400882	120000180	600018	2400072	0	1200036	1
parsec_14		37284055926	20222030333	20532030798	0	0	6216009324	34800522	6000180	3915658734	102001530	4125692826	1200036	0	9684014526	4488006732	9468014202	55201656	26411088	90002700	22509450	3600108	1200036	36000054	0	5400162	3600108	0	1
parsec_14		37288055932	20116030174	20500030750	600330	0	6456009684	21600324	600018	3769256538	86401296	3936088560	1800054	0	10188015282	4644006966	9948014922	56401692	22509450	84002520	22809576	2400072	1200036	36000054	0	5400162	0	0	1
parsec_14		37716056574	21020031530	20898031347	0	600018	7380011070	22800342	0	3470452056	76801152	3552079920	0	0	10056015084	4044006066	9732014598	37201116	24910458	72602178	21909198	2400072	600018	36000054	0	9000270	0	0	1
parsec_14		37284055926	20036030054	20368030552	240132	0	6492009738	30000450	0	3564053460	73201098	3691283052	1200036	0	9732014598	4452006678	9672014508	35401062	18607812	61201836	23109702	3600108	600018	12000018	0	3600108	0	0	1
parsec_14		37302055953	20038030057	20226030339	360198	0	6432009648	26400396	600018	3068446026	64800972	3153670956	1800054	0	10116015174	4656006984	9852014778	54001620	21609072	82202466	24010080	3600108	1200036	24000036	0	11400342	0	600018	1
parsec_14		37292055938	19998029997	20296030444	120066	0	6576009864	21600324	0	3123646854	56400846	3129670416	1200036	0	10272015408	4728007092	9768014652	42601278	21008820	74402232	23709954	3000090	1200036	24000036	0	5400162	0	0	1
parsec_14		37320055980	21112031668	20722031083	120066	0	6804010206	26400396	0	2917243758	52800792	2976066960	1200036	0	10200015300	4704007056	9960014940	57001710	24010080	91202736	27011340	1800054	1200036	48000072	0	14400432	0	600018	1
parsec_14		37278055917	21862032793	21412032118	0	0	6240009360	26400396	0	2954444316	60000900	2968866798	0	1800054	10176015264	4692007038	10020015030	66601998	27911718	100203006	19208064	3600108	600018	24000036	0	9000270	0	0	1
parsec_14		37306055959	20100030150	19740029610	0	600018	7788011682	30000450	2400072	3367250508	81601224	3391276302	1200036	0	10416015624	4044006066	9744014616	52801584	18907938	79202376	33013860	5400162	1800054	36000054	0	9000270	2400072	0	1
parsec_14		37374056061	20144030216	19952029928	120066	0	5592008388	20400306	0	3742856142	99601494	3897687696	600018	0	10500015750	5256007884	9960014940	54001620	25510710	88802664	27311466	4200126	1200036	24000036	0	4200126	0	600018	1
parsec_15		33772050658	24312036468	25954038931	1200660	0	2904004356	34800522	0	4942874142	171602574	4740106650	1800054	0	8376012564	1908002862	8448012672	36601098	59424948	112803384	64527090	6000180	1200036	12000018	0	5400162	0	0	1
parsec_15		33658050487	24466036699	26090039135	1921056	0	2460003690	30000450	600018	4926073890	172802592	4677705246	2400072	600018	8676013014	2016003024	8544012816	52801584	48020160	115203456	60325326	4800144	600018	0	0	2400072	0	600018	1
parsec_15		33620050430	24650036975	24804037206	600330	0	2436003654	24000360	0	5187677814	166802502	4946511294	1800054	600018	8544012816	2016003024	7884011826	44401332	53722554	112803384	70829736	6000180	1200036	0	0	9000270	0	600018	1
parsec_15		33610050415	24172036258	26842040263	720396	0	2652003978	31200468	0	4994474916	169202538	4737706596	600018	600018	8688013032	2112003168	8484012726	44401332	53122302	113403402	71429988	5400162	1200036	12000018	0	4200126	0	600018	1
parsec_15		33894050841	26642039963	28176042264	3722046	0	2796004194	26400396	0	5218878282	188402826	5011312752	2400072	1200036	8772013158	2016003024	8244012366	42001260	45018900	90002700	45018900	2400072	600018	12000018	0	5400162	0	0	1
parsec_15		33622050433	24694037041	25902038853	240132	0	2616003924	28800432	0	5424081360	189602844	5176916478	4200126	1200036	8760013140	2172003258	7728011592	40201206	48620412	99002970	59424948	6000180	600018	0	0	3000090	0	0	1
parsec_15		33660050490	24680037020	25884038826	2641452	0	2640003960	22800342	600018	5140877112	182402736	4888909998	1800054	0	8652012978	2028003042	8124012186	45601368	44718774	99002970	51921798	3000090	0	0	0	4200126	0	600018	1
parsec_15		33710050565	24432036648	26394039591	2641452	0	2592003888	18000270	0	5499682494	195602934	5196116910	1200036	600018	8664012996	2100003150	8076012114	49201476	53122302	112803384	64226964	4800144	600018	0	0	4800144	0	600018	1
parsec_15		33610050415	24886037329	26400039600	2281254	0	2772004158	32400486	600018	4880473206	170402556	4663304922	3600108	0	8436012654	1920002880	8472012708	45001350	55223184	113403402	64827216	6600198	1200036	12000018	0	3600108	0	0	1
parsec_15		33644050466	24090036135	26326039489	1680924	0	2556003834	33600504	0	5173277598	190802862	4860109350	600018	0	8340012510	1932002898	8352012528	34801044	48320286	99602988	66928098	7800234	0	0	0	3600108	0	0	1
parsec_16		19268028902	10904016356	12470018705	0	0	1212001818	27600414	0	2942444136	40800612	2985667176	0	0	4872007308	1488002232	4800007200	19800594	13805796	41401242	16807056	2400072	0	0	0	0	0	0	1
parsec_16		19228028842	10654015981	11944017916	0	0	1116001674	15600234	0	2898043470	36000540	2966466744	600018	0	4680007020	1476002214	3840005760	18000540	13505670	36601098	17107182	1800054	0	0	0	3600108	0	0	1
parsec_16		19258028887	10922016383	12076018114	0	0	1200001800	22800342	0	2841642624	39600594	2906465394	0	0	5424008136	1668002502	4236006354	18600558	13205544	41401242	12005040	1800054	0	0	0	1200036	0	0	1
parsec_16		19242028863	10806016209	12382018573	120066	0	972001458	19200288	0	2766041490	32400486	2822463504	0	0	4656006984	1452002178	4512006768	18000540	12005040	36601098	14406048	600018	0	0	0	0	0	600018	1
parsec_16		19200028800	10656015984	11940017910	0	0	1248001872	26400396	0	2820042300	40800612	2896865178	0	0	4884007326	1488002232	3852005778	17400522	13205544	38401152	14706174	1200036	0	0	0	3000090	0	0	1
parsec_16		19212028818	10698016047	11768017652	0	0	1200001800	25200378	0	2949644244	40800612	2995267392	0	0	4224006336	1356002034	4188006282	15600468	11104662	34801044	14706174	1800054	0	0	0	600018	0	0	1
parsec_16		19198028797	10628015942	11706017559	0	0	1164001746	26400396	0	2947244208	40800612	2997667446	0	0	4344006516	1380002070	4092006138	17400522	11404788	33601008	21008820	6600198	600018	0	0	3600108	0	0	1
parsec_16		19228028842	10720016080	11788017682	0	0	840001260	12000180	0	2906443596	37200558	2973666906	0	0	4704007056	1500002250	4164006246	19800594	12005040	36001080	20708694	4800144	0	0	0	3600108	0	0	1
parsec_16		19166028749	10606015909	11914017871	0	0	984001476	14400216	0	2868043020	39600594	2913665556	0	0	5244007866	1560002340	4500006750	19800594	13205544	43201296	18307686	3600108	0	0	0	1800054	0	0	1
parsec_16		19476029214	11338017007	12454018681	120066	0	1272001908	26400396	0	3136847052	36000540	3201672036	0	0	4836007254	1524002286	4488006732	14400432	10504410	30000900	15306426	3000090	0	0	0	4800144	0	0	1
