Program		INST_RETIRED.ANY	CPU_CLK_UNHALTED.THREAD	CPU_CLK_UNHALTED.REF_TSC	MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM_PS	DTLB_STORE_MISSES.MISS_CAUSES_A_WALK	ICACHE.HIT	ICACHE.MISSES	ITLB_MISSES.MISS_CAUSES_A_WALK	BR_INST_EXEC.ALL_BRANCHES	BR_MISP_EXEC.ALL_BRANCHES	BR_INST_RETIRED.ALL_BRANCHES	MEM_UOPS_RETIRED.STLB_MISS_LOADS	MEM_UOPS_RETIRED.STLB_MISS_STORES	MEM_UOPS_RETIRED.ALL_LOADS	MEM_UOPS_RETIRED.ALL_STORES	MEM_LOAD_UOPS_RETIRED.L1_HIT	MEM_LOAD_UOPS_RETIRED.L2_HIT	MEM_LOAD_UOPS_RETIRED.L3_HIT	MEM_LOAD_UOPS_RETIRED.L1_MISS	MEM_LOAD_UOPS_RETIRED.L2_MISS	MEM_LOAD_UOPS_RETIRED.L3_MISS	DTLB_LOAD_MISSES.WALK_COMPLETED	DTLB_LOAD_MISSES.STLB_HIT	DTLB_STORE_MISSES.WALK_COMPLETED	DTLB_STORE_MISSES.STLB_HIT	ITLB_MISSES.WALK_COMPLETED	ITLB_MISSES.STLB_HIT	Benign
blackscholes		6696010044	4498006747	5154007731	0	0	372000558	7200108	0	943214148	8400126	993622356	0	0	1524002286	624000936	1512002268	7800234	6002520	16200486	5402268	0	0	0	0	0	0	0	1
blackscholes		6782010173	4678007017	5188007782	120066	0	528000792	3600054	0	1014015210	4800072	1058423814	0	0	1392002088	624000936	1488002232	7800234	6902898	18000540	6002520	0	0	0	0	0	0	0	1
blackscholes		6726010089	4532006798	5174007761	0	0	360000540	0	0	918013770	4800072	964821708	0	0	1536002304	708001062	1512002268	9600288	8103402	19800594	6902898	0	0	0	0	0	0	0	1
blackscholes		6722010083	4414006621	4906007359	0	0	372000558	1200018	0	904813572	6000090	945621276	0	0	1584002376	732001098	1440002160	9000270	8103402	18600558	6002520	0	0	0	0	0	0	0	1
blackscholes		6710010065	4522006783	5136007704	0	0	168000252	0	0	870013050	4800072	909620466	0	0	1668002502	720001080	1596002394	8400252	7503150	18000540	7203024	0	0	0	0	0	0	0	1
blackscholes		6730010095	4368006552	4884007326	0	0	432000648	3600054	0	982814742	7200108	1020022950	0	0	1680002520	756001134	1548002322	6600198	5402268	13800414	3901638	0	0	0	0	0	0	0	1
blackscholes		6720010080	4428006642	4840007260	0	0	372000558	8400126	0	656409846	6000090	652814688	0	0	1320001980	576000864	1512002268	7800234	5102142	13200396	6302646	0	0	0	0	600018	0	600018	1
blackscholes		6708010062	4362006543	4796007194	0	0	408000612	1200018	0	968414526	7200108	1003222572	0	0	1560002340	684001026	1404002106	8400252	8103402	18000540	5402268	0	0	0	0	0	0	0	1
blackscholes		6724010086	4388006582	4758007137	0	0	396000594	1200018	0	944414166	6000090	991222302	0	0	1596002394	708001062	1536002304	9000270	7503150	18600558	5402268	0	0	0	0	0	0	0	1
blackscholes		6718010077	4394006591	4532006798	0	0	360000540	0	0	919213788	6000090	955221492	0	0	1632002448	732001098	1416002124	9000270	7503150	18000540	6002520	0	0	0	0	0	0	0	1
bodytrack		14830022245	9382014073	10744016116	240132	0	1884002826	16800252	0	1575623634	10800162	1552834938	0	0	2868004302	912001368	2688004032	82802484	16807056	100803024	18907938	0	0	0	0	600018	0	600018	1
bodytrack		14844022266	7786011679	8916013374	120066	0	1788002682	9600144	0	1501222518	10800162	1478433264	0	0	3024004536	1008001512	2964004446	112803384	18307686	134404032	20108442	0	0	0	0	0	0	0	1
bodytrack		14904022356	9016013524	10004015006	240132	0	1572002358	9600144	0	1314019710	8400126	1298429214	0	0	2880004320	864001296	2880004320	97202916	18907938	116403492	22809576	0	0	0	0	0	0	600018	1
bodytrack		14798022197	7754011631	9204013806	0	0	1788002682	10800162	0	1544423166	8400126	1509633966	0	0	3156004734	960001440	2868004302	103803114	19208064	124803744	19208064	0	0	0	0	0	0	0	1
bodytrack		14814022221	7706011559	8928013392	120066	0	1740002610	9600144	0	1497622464	13200198	1466432994	0	0	3192004788	1008001512	2940004410	116403492	14706174	136804104	16506930	0	0	0	0	0	0	0	1
bodytrack		14784022176	7568011352	8356012534	240132	0	1752002628	6000090	0	1488022320	7200108	1449632616	0	0	3072004608	936001404	2988004482	108603258	22509450	132603978	21909198	0	0	0	0	0	0	0	1
bodytrack		15086022629	8490012735	9866014799	240132	0	1908002862	13200198	0	1597223958	7200108	1569635316	0	0	3180004770	996001494	2856004284	96602898	27011340	124203726	26411088	0	0	0	0	0	0	0	1
bodytrack		14812022218	7698011547	8820013230	0	0	1608002412	8400126	0	1405221078	9600144	1387231212	0	0	3216004824	948001422	3012004518	113403402	21308946	138604158	24010080	0	0	0	0	0	0	0	1
bodytrack		14794022191	7556011334	8308012462	240132	0	1620002430	8400126	0	1394420916	7200108	1370430834	0	0	3300004950	1020001530	3180004770	112203366	26411088	142804284	22809576	0	0	0	0	0	0	0	1
bodytrack		14806022209	8536012804	9648014472	120066	0	1704002556	12000180	0	1455621834	10800162	1437632346	0	600018	3204004806	996001494	2904004356	96602898	26110962	125403762	25810836	0	0	0	0	0	0	0	1
canneal		8840013260	13662020493	12546018819	240132	1200036	2568003852	16800252	0	1826427396	58800882	1694438124	22800684	1800054	2112003168	888001332	2076003114	19200576	45018900	79202376	62126082	13200396	29400882	108000162	600018	3000090	0	6000180	1
canneal		8822013233	13344020016	12648018972	720396	1200036	2388003582	8400126	0	1749626244	52800792	1639236882	22200666	600018	2112003168	924001386	2136003204	18600558	44118522	79202376	61825956	13200396	31800954	108000162	1200036	4200126	0	0	1
canneal		8838013257	13222019833	12438018657	0	1800054	2400003600	7200108	0	1696825452	50400756	1586435694	22200666	1200036	2244003366	912001368	2172003258	19800594	46819656	82802484	66027720	13800414	30600918	108000162	600018	3000090	0	0	1
canneal		9170013755	14040021060	12740019110	1320726	1800054	2268003402	4800072	0	1972829592	51600774	1872042120	20400612	600018	2256003384	960001440	2244003366	19800594	43218144	73802214	60925578	12600378	31200936	84000126	1800054	2400072	0	0	1
canneal		8896013344	13674020511	12904019356	0	2400072	2460003690	12000180	0	1826427396	54000810	1723238772	23400702	1800054	2208003312	936001404	2232003348	19200576	46819656	79202376	60625452	11400342	27000810	108000162	600018	1800054	0	0	1
canneal		8836013254	13348020022	12132018198	1080594	1800054	2484003726	4800072	0	1880428206	56400846	1771239852	20400612	1200036	2400003600	972001458	2148003222	18000540	40216884	75602268	56123562	12600378	29400882	84000126	1800054	3000090	0	0	1
canneal		8840013260	13442020163	12432018648	0	1800054	2376003564	9600144	0	1869628044	56400846	1764039690	22200666	1800054	2280003420	996001494	2244003366	21000630	47419908	80402412	54923058	11400342	26400792	84000126	1800054	3000090	0	0	1
canneal		8846013269	13456020184	12448018672	0	600018	2472003708	4800072	0	1880428206	56400846	1756839528	24600738	600018	2340003510	972001458	2172003258	19800594	49220664	83402502	54923058	12000360	27000810	84000126	1800054	1800054	0	0	1
canneal		8840013260	13286019929	12078018117	3842112	2400072	2316003474	7200108	0	1786826802	54000810	1692038070	23400702	2400072	2352003528	984001476	2256003384	21600648	44418648	80402412	55523310	11400342	26400792	96000144	1800054	3000090	0	0	1
canneal		8826013239	12812019218	12026018039	960528	2400072	2376003564	13200198	0	1927228908	58800882	1816840878	22200666	1800054	2124003186	888001332	2040003060	19200576	43218144	79802394	57924318	12600378	25200756	84000126	1200036	1800054	0	0	1
facesim		30642045963	15692023538	15366023049	120066	0	6108009162	13200198	0	2388035820	78001170	2452855188	600018	0	8664012996	3456005184	8892013338	82202466	21609072	109803294	25810836	3000090	600018	12000018	0	10200306	0	0	1
facesim		30606045909	15724023586	15146022719	120066	0	6696010044	7200108	0	2464836972	75601134	2546457294	0	0	8988013482	3708005562	8556012834	101403042	20108442	127803834	30912978	4800144	1200036	12000018	0	11400342	0	0	1
facesim		30594045891	15572023358	15156022734	720396	0	6144009216	8400126	0	2425236378	68401026	2484055890	0	0	8736013104	3648005472	8484012726	106803204	19508190	136804104	27011340	2400072	600018	12000018	0	8400252	0	0	1
facesim		30656045984	15690023535	15196022794	360198	0	7164010746	13200198	0	2437236558	55200828	2476855728	600018	0	9084013626	3636005454	8580012870	69602088	17107182	93602808	23109702	1800054	600018	12000018	0	7200216	0	600018	1
facesim		30536045804	15748023622	15486023229	840462	600018	5544008316	20400306	0	2022030330	42000630	2013645306	600018	0	8796013194	4032006048	8100012150	103803114	15606552	129003870	28211844	4200126	600018	12000018	0	8400252	0	600018	1
facesim		30562045843	15660023490	15088022632	360198	0	6192009288	14400216	0	2089231338	40800612	2054446224	600018	0	9240013860	4176006264	7968011952	115203456	19208064	142804284	28211844	3600108	600018	12000018	0	6600198	0	600018	1
facesim		30648045972	15792023688	15296022944	120066	0	6216009324	10800162	0	2558438376	73201098	2630459184	600018	0	8640012960	3336005004	8748013122	84602538	18307686	111003330	21909198	2400072	600018	12000018	0	11400342	0	0	1
facesim		30566045849	15688023532	15144022716	120066	0	6456009684	12000180	0	2455236828	88801332	2515256592	600018	0	9120013680	3720005580	8580012870	127803834	18307686	153604608	36615372	4200126	1200036	12000018	0	7800234	0	600018	1
facesim		30572045858	15310022965	14764022146	720396	0	5400008100	7200108	0	2761241418	88801332	2887264962	0	0	8952013428	4128006192	8304012456	33601008	14406048	54001620	25810836	3600108	600018	12000018	0	7200216	0	0	1
facesim		30560045840	15636023454	15582023373	120066	600018	5844008766	8400126	0	2391635874	46800702	2433654756	0	0	9168013752	4032006048	8448012672	81602448	16807056	103203096	26411088	3600108	600018	12000018	0	7800234	0	0	1
ferret		26928040392	20048030072	20664030996	1800990	0	2076003114	16800252	0	4026060390	169202538	3729683916	0	1200036	8088012132	1524002286	6972010458	33601008	42317766	81602448	57324066	4200126	0	0	0	2400072	0	0	1
ferret		27044040566	20628030942	21584032376	1320726	0	1596002394	12000180	0	4248063720	168002520	3940888668	1200036	1800054	7776011664	1608002412	6912010368	40201206	38716254	91202736	55223184	3000090	0	0	0	4800144	0	600018	1
ferret		26782040173	19352029028	20176030264	600330	0	1932002898	10800162	0	4302064530	174002610	3950488884	1200036	0	7524011286	1356002034	6228009342	33601008	42017640	87602628	49220664	3000090	0	0	0	4200126	0	0	1
ferret		26824040236	21340032010	22298033447	2161188	0	1932002898	20400306	0	3726055890	156002340	3480078300	600018	1800054	7224010836	1404002106	6792010188	43201296	44118522	90002700	54322806	7200216	0	0	0	4200126	0	0	1
ferret		27128040692	20226030339	21172031758	1800990	0	1704002556	12000180	0	4374065610	175202628	4068091530	600018	1200036	8184012276	1644002466	6996010494	36001080	43818396	88802664	54322806	4800144	0	0	0	3000090	0	0	1
ferret		26830040245	20062030093	20598030897	3001650	0	1920002880	12000180	0	4357265358	175202628	4041690936	4800144	2400072	7896011844	1536002304	6552009828	34801044	35114742	76202286	36015120	2400072	600018	24000036	0	4200126	0	0	1
ferret		26784040176	19456029184	20618030927	360198	0	1788002682	8400126	0	4334465016	182402736	3984089640	0	1200036	7644011466	1488002232	7248010872	33601008	51321546	94802844	47119782	3000090	0	0	0	3600108	0	0	1
ferret		26814040221	21346032019	22454033681	1200660	0	1800002700	14400216	0	4027260408	172802592	3765684726	2400072	2400072	7500011250	1512002268	6888010332	38401152	42317766	90602718	49820916	5400162	0	0	0	7800234	0	0	1
ferret		26890040335	18232027348	19230028845	360198	0	1632002448	9600144	0	4033260498	168002520	3674482674	0	0	7536011304	1488002232	6936010404	40201206	48320286	100803024	54622932	4200126	0	0	0	3600108	0	0	1
ferret		26834040251	19274028911	20172030258	1200660	0	1836002754	9600144	0	4046460696	168002520	3712883538	0	0	7380011070	1428002142	6588009882	32400972	37515750	81602448	55823436	5400162	0	0	0	3000090	0	0	1
fluidanimate		12484018726	6202009303	7140010710	240132	0	288000432	7200108	0	1762826442	19200288	1773639906	0	0	3216004824	708001062	2808004212	8400252	8403528	22200666	12305166	1200036	0	0	0	3600108	0	0	1
fluidanimate		12636018954	6556009834	6970010455	120066	0	480000720	8400126	0	1762826442	19200288	1804840608	0	0	2976004464	684001026	3372005058	9000270	7503150	20400612	15006300	2400072	0	0	0	600018	0	0	1
fluidanimate		12464018696	6218009327	7044010566	240132	0	468000702	8400126	0	1592423886	15600234	1636836828	0	0	3276004914	708001062	3024004536	9600288	8403528	23400702	16807056	1200036	0	0	0	2400072	0	0	1
fluidanimate		12458018687	6162009243	6778010167	120066	0	420000630	3600054	0	1478422176	14400216	1509633966	0	0	2928004392	648000972	3444005166	10800324	9003780	27600828	14706174	600018	0	0	0	1200036	0	0	1
fluidanimate		12474018711	6124009186	6790010185	0	0	492000738	4800072	0	1717225758	18000270	1749639366	0	0	3252004878	672001008	3480005220	10200306	9904158	26400792	13805796	1200036	0	0	0	600018	0	0	1
fluidanimate		12746019119	6766010149	7468011202	240132	0	420000630	7200108	0	1692025380	14400216	1737639096	0	0	3252004878	732001098	3492005238	12000360	8703654	23400702	16506930	3600108	0	0	0	1800054	0	0	1
fluidanimate		12480018720	6024009036	6558009837	120066	0	348000522	1200018	0	1616424246	18000270	1608036180	0	0	3144004716	768001152	3696005544	9600288	6602772	22800684	18007560	5400162	0	0	0	0	0	0	1
fluidanimate		12464018696	6166009249	7060010590	120066	0	468000702	6000090	0	1628424426	19200288	1665637476	0	0	3324004986	672001008	3360005040	10200306	9604032	26400792	18007560	4200126	0	0	0	600018	0	0	1
fluidanimate		12508018762	6186009279	6844010266	120066	0	420000630	4800072	0	1724425866	20400306	1754439474	0	0	3192004788	708001062	3228004842	10800324	8703654	23400702	13205544	1200036	0	0	0	0	0	0	1
fluidanimate		12832019248	6960010440	7664011496	0	0	300000450	3600054	0	1923628854	18000270	1936843578	0	0	3228004842	672001008	3144004716	10200306	8403528	22800684	15606552	2400072	0	0	0	4200126	0	0	1
freqmine		34014051021	17906026859	16720025080	120066	0	5784008676	6000090	0	6187292808	190802862	6038535864	0	0	10524015786	5304007956	9984014976	52801584	15606552	73202196	20408568	1200036	0	0	0	0	0	0	1
freqmine		34002051003	18004027006	16472024708	120066	0	5424008136	9600144	0	6079291188	183602754	5959334082	0	0	9972014958	5100007650	10464015696	32400972	12905418	49201476	16206804	0	0	0	0	6000180	0	0	1
freqmine		34006051009	18058027087	16918025377	120066	0	5724008586	18000270	0	5994089910	180002700	5846531544	0	0	10308015462	5268007902	10440015660	39001170	12005040	53401602	15606552	1200036	0	0	0	0	0	0	1
freqmine		34010051015	17902026853	16328024492	120066	0	5748008622	3600054	0	5970089550	188402826	5824931058	0	0	10296015444	5268007902	10584015876	33000990	15306426	51601548	20708694	600018	0	0	0	6000180	0	0	1
freqmine		34006051009	17900026850	16648024972	120066	0	5844008766	6000090	0	5809287138	169202538	5659327332	0	0	9936014904	4992007488	10536015804	36001080	13505670	52801584	21008820	0	0	0	0	0	0	0	1
freqmine		34130051195	18338027507	16926025389	0	0	5640008460	3600054	0	5962889442	177602664	5803330572	0	0	10596015894	5340008010	10740016110	42001260	13805796	59401782	20408568	600018	0	0	0	0	0	0	1
freqmine		34006051009	17936026904	16616024924	120066	0	5448008172	3600054	0	6196892952	182402736	6052936188	0	0	10620015930	5352008028	10620015930	46201386	16206804	65401962	21308946	1200036	0	0	0	1800054	0	0	1
freqmine		34008051012	17988026982	16930025395	0	0	5592008388	6000090	0	5709685644	171602574	5575325442	0	0	10116015174	5064007596	10620015930	42601278	13505670	57601728	18007560	0	0	0	0	4800144	0	0	1
freqmine		34278051417	18604027906	16960025440	0	0	5616008424	2400036	0	5953289298	172802592	5800930518	0	0	10512015768	5304007956	10356015534	36601098	19508190	59401782	15606552	0	0	0	0	5400162	0	0	1
freqmine		33984050976	17852026778	16470024705	120066	0	5688008532	7200108	0	5766086490	175202628	5649727116	0	0	10656015984	5484008226	10428015642	35401062	18607812	59401782	20408568	2400072	0	0	0	0	0	0	1
streamcluster		21500032250	14228021342	13408020112	7324026	0	456000684	7200108	0	1156817352	4800072	1111225002	0	0	9360014040	348000522	8580012870	3000090	43518270	55801674	49820916	0	0	36000054	0	0	0	0	1
streamcluster		22156033234	14686022029	14834022251	7083894	0	480000720	4800072	0	1185617784	2400036	1171226352	0	0	9732014598	420000630	8280012420	3600108	35714994	47401422	42617892	0	0	0	0	0	0	0	1
streamcluster		21542032313	14328021492	13796020694	7083894	0	576000864	8400126	0	1023615354	1200018	998422464	0	0	9324013986	312000468	8808013212	3000090	37515750	50401512	43218144	0	0	36000054	0	0	0	0	1
streamcluster		21464032196	14462021693	13978020967	5883234	0	456000684	7200108	0	1072816092	3600054	1027223112	0	0	9108013662	252000378	8820013230	3000090	37515750	47401422	44118522	0	0	36000054	0	0	0	0	1
streamcluster		21500032250	14346021519	13540020310	6003300	0	468000702	6000090	0	1158017370	2400036	1130425434	0	0	8904013356	288000432	8364012546	4800144	36015120	49801494	45018900	0	0	24000036	0	0	0	0	1
streamcluster		21512032268	14066021099	13438020157	7444092	0	456000684	3600054	0	1040415606	3600054	1003222572	0	0	9168013752	300000450	8736013104	3600108	38116002	50401512	48320286	0	0	36000054	0	0	0	0	1
streamcluster		22232033348	14476021714	14224021336	7684224	0	372000558	3600054	0	1227618414	2400036	1188026730	0	0	9612014418	384000576	8244012366	4200126	40216884	55801674	50421168	0	0	0	0	0	0	0	1
streamcluster		22094033141	14600021900	14832022248	6843762	0	516000774	6000090	0	1345220178	4800072	1291229052	0	0	9408014112	396000594	8328012492	3000090	33914238	48001440	43218144	0	0	12000018	0	0	0	0	1
streamcluster		21746032619	14454021681	13954020931	7684224	0	468000702	4800072	0	1065615984	1200018	1044023490	0	0	8844013266	300000450	8628012942	4200126	35714994	51001530	46819656	0	0	24000036	0	0	0	0	1
streamcluster		21618032427	14124021186	13116019674	8404620	0	492000738	6000090	0	1053615804	3600054	1022423004	0	0	9156013734	300000450	8736013104	4200126	36615372	48001440	42617892	0	0	24000036	0	0	0	0	1
vips		34410051615	22146033219	18914028371	1440792	0	1152001728	12000180	0	3676855152	9600144	3849686616	600018	1200036	6672010008	2148003222	6528009792	24600738	13805796	40201206	15306426	1200036	0	0	0	1800054	0	0	1
vips		34380051570	13656020484	12798019197	240132	0	768001152	10800162	0	3943259148	6000090	4279296282	0	0	6660009990	2088003132	6240009360	32400972	14406048	49201476	19508190	0	0	0	0	2400072	0	0	1
vips		34344051516	16760025140	15016022524	120066	0	768001152	13200198	0	3711655674	12000180	3979289532	0	1800054	6492009738	2064003096	6540009810	31800954	18307686	49801494	17107182	1200036	0	0	0	1200036	0	0	1
vips		34342051513	13606020409	12698019047	360198	0	792001188	8400126	0	3885658284	8400126	4207294662	0	0	6528009792	2064003096	6396009594	30000900	15306426	48601458	18307686	0	0	0	0	2400072	0	0	1
vips		34374051561	13810020715	13018019527	120066	0	792001188	8400126	0	3848457726	7200108	4200094500	0	0	6996010494	2208003312	6516009774	31200936	15006300	49801494	18607812	0	0	0	0	1800054	0	0	1
vips		34412051618	13818020727	13210019815	600330	0	636000954	10800162	0	3855657834	6000090	4185694176	0	0	6780010170	2124003186	6360009540	28800864	15006300	48001440	20108442	0	0	0	0	1200036	0	0	1
vips		34364051546	16860025290	15490023235	1560858	0	756001134	12000180	0	3799256988	7200108	4075291692	600018	0	6480009720	2040003060	6516009774	25800774	13805796	43201296	16807056	0	600018	0	0	1200036	0	0	1
vips		34374051561	13584020376	12878019317	480264	0	912001368	10800162	0	3996059940	6000090	4348897848	0	0	6984010476	2208003312	6204009306	27600828	15006300	45601368	18607812	0	0	0	0	2400072	0	0	1
vips		34410051615	17006025509	15840023760	240132	0	768001152	9600144	0	3940859112	9600144	4219294932	0	1200036	6984010476	2208003312	6540009810	28800864	16506930	45601368	16807056	1200036	0	0	0	2400072	0	0	1
vips		34402051603	16960025440	15500023250	240132	0	696001044	13200198	0	3692455386	6000090	3960089100	0	0	6552009828	2100003150	6480009720	25200756	14105922	42001260	18007560	0	0	0	0	3000090	0	0	1
x264		14886022329	8740013110	9990014985	240132	0	4668007002	39600594	0	1066816002	51600774	1008022680	0	0	3840005760	1296001944	3792005688	63601908	30312726	98402952	36015120	0	0	24000036	0	6600198	0	0	1
x264		15130022695	9252013878	10442015663	120066	0	4248006372	30000450	0	1294819422	49200738	1231227702	0	0	4200006300	1356002034	3852005778	59401782	28211844	90602718	30612852	0	0	24000036	0	3600108	0	0	1
x264		15012022518	8962013443	10334015501	960528	0	4200006300	33600504	0	1184417766	48000720	1123225272	0	0	4488006732	1500002250	3744005616	64201926	26711214	97202916	29412348	0	0	12000018	0	4800144	0	0	1
x264		14974022461	8870013305	10354015531	0	0	4656006984	37200558	0	1242018630	56400846	1166426244	0	0	4140006210	1428002142	3588005382	59401782	27911718	90602718	30312726	600018	0	24000036	0	5400162	0	0	1
x264		14810022215	8384012576	9666014499	0	0	4500006750	33600504	0	1038015570	48000720	979222032	0	0	3828005742	1308001962	3660005490	64801944	27611592	96602898	34214364	0	0	36000054	0	6000180	0	0	1
x264		14806022209	8390012585	9664014496	360198	0	4236006354	36000540	0	1108816632	48000720	1044023490	0	0	3744005616	1224001836	3600005400	67802034	27011340	99002970	35114742	0	0	24000036	0	6600198	0	600018	1
x264		14890022335	8438012657	9704014556	0	0	4128006192	31200468	0	974414616	45600684	928820898	0	0	3696005544	1248001872	3804005706	66601998	29712474	100203006	38416128	0	0	36000054	0	6000180	0	0	1
x264		14816022224	8684013026	10000015000	480264	0	4356006534	36000540	0	927613914	39600594	871219602	600018	0	3444005166	1164001746	3672005508	58801764	27611592	91802754	35414868	0	0	0	0	7200216	0	0	1
x264		14796022194	8530012795	9802014703	480264	0	4344006516	32400486	0	1180817712	51600774	1106424894	0	0	3948005922	1284001926	3768005652	69002070	30012600	103203096	31513230	0	0	24000036	0	5400162	0	0	1
x264		14810022215	8582012873	9670014505	240132	0	4884007326	42000630	0	1111216668	45600684	1046423544	600018	0	3408005112	1056001584	3624005436	63001890	25510710	92402772	31513230	0	0	12000018	0	5400162	0	600018	1
software_vt		296764445146	252868379302	195484293226	240132	0	408000612	0	0	73687105290	0	72908840412	0	0	101484152226	52524078786	85740128610	4776143280	866163636	5643169290	846655446	0	0	0	0	0	0	0	1
software_vt		300200450300	252912379368	194670292005	240132	0	432000648	0	0	74305114560	0	73727258826	0	0	102552153828	53280079920	86652129978	4780343406	851757588	5632968984	832849650	0	0	0	0	0	0	0	1
software_vt		298698448047	253244379866	194490291735	120066	0	420000630	0	0	73983509736	0	73326449808	0	0	102072153108	52932079398	86328129492	4776143280	849356580	5625768768	827447382	0	0	0	0	0	0	0	1
software_vt		298882448323	252094378141	195536293304	240132	0	420000630	0	0	74054310798	0	73424852022	0	0	102264153396	53124079686	86352129528	4757542722	825046374	5583167490	804337680	0	0	0	0	0	0	0	1
software_vt		296914445371	253300379950	194574291861	240132	0	420000630	0	0	73663104930	0	72892040034	0	0	101376152064	52476078714	85668128502	4713741408	836751288	5551366536	815442342	0	0	0	0	0	0	0	1
software_vt		297174445761	253168379752	194542291813	120066	0	420000630	0	0	73703905542	0	72944841222	0	0	101484152226	52548078822	85776128664	4768943064	857459982	5626968804	841553304	0	0	0	0	0	0	0	1
software_vt		298000447000	252756379134	196512294768	120066	0	432000648	0	0	74063910942	0	73312049484	0	0	102036153054	52920079380	85896128844	4794143820	842153556	5636569092	825346500	0	0	0	0	0	0	0	1
software_vt		299850449775	253240379860	194562291843	120066	0	372000558	0	0	73894708404	0	73633656720	0	0	102468153702	53208079812	87228130842	4785143550	849056454	5635369056	828948012	0	0	0	0	0	0	0	1
software_vt		298124447186	252830379245	194350291525	240132	0	432000648	0	0	73915108710	0	73232847702	0	0	101940152910	52872079308	86232129348	4768343046	874867290	5644369326	857459982	0	0	0	0	0	0	0	1
software_vt		294566441849	253162379743	194550291825	240132	0	456000684	0	0	73208298108	0	72335227506	0	0	100476150714	51888077832	84792127188	4752142560	866763888	5620368606	848456202	0	0	0	0	0	0	0	1
aes_test		306926460389	215068322602	169946254919	120066	0	4848007272	0	0	56631249456	0	55839656364	0	0	88404132606	42120063180	76500114750	3144694338	555533226	3701511042	542927934	0	0	0	0	0	0	0	0
aes_test		309894464841	215190322785	170824256236	120066	0	4776007164	0	0	57285259266	0	56646074508	0	0	89796134694	42936064404	77568116352	3133293996	570539526	3705711168	561235620	0	0	0	0	0	0	0	0
aes_test		309780464670	215324322986	168070252105	120066	0	4836007254	0	0	57030855450	0	56511671484	0	0	89424134136	42768064152	77460116190	3178895364	569639148	3750112500	556733730	0	0	0	0	0	0	0	0
aes_test		309786464679	214978322467	169848254772	120066	0	4800007200	0	0	57190457844	0	56576472942	0	0	89304133956	42732064098	77508116262	3174095220	561835872	3736312086	547129698	0	0	0	0	0	0	0	0
aes_test		307980461970	215156322734	168630252945	120066	0	4692007038	0	0	56452446774	0	56067661494	0	0	89100133650	42444063666	77532116298	3130293906	565437384	3697310916	551631588	0	0	0	0	0	0	0	0
aes_test		310404465606	215474323211	169428254142	120066	0	4728007092	0	0	57270859050	0	56686875426	0	0	89736134604	42948064422	77844116766	3160894824	591248220	3753112590	581944314	0	0	0	0	0	0	0	0
aes_test		310030465045	215216322824	170710256065	120066	0	4788007182	0	0	57339260076	0	56701275750	0	0	89868134802	42972064458	77460116190	3198095940	576542046	3776513292	564837132	0	0	0	0	0	0	0	0
aes_test		307150460725	214406321609	169000253500	120066	0	4776007164	0	0	56699650482	0	55966859226	0	0	88716133074	42276063414	76728115092	3162694878	547129698	3711711348	534524406	0	0	0	0	0	0	0	0
aes_test		309812464718	215366323049	171020256530	120066	0	4584006876	0	0	56855652822	0	56487670944	0	0	89736134604	42900064350	78300117450	3117693528	567538266	3685910574	561235620	0	0	0	0	0	0	0	0
aes_test		309150463725	215598323397	169352254028	120066	0	4680007020	0	0	56733250986	0	56314867056	0	0	89352134028	42696064044	77988116982	3171695148	569639148	3742912284	563336502	0	0	0	0	0	0	0	0
des_test		248590372885	200614300921	155808233712	120066	0	468000702	0	0	55649634732	0	55134040488	0	0	81060121590	40200060300	69252103878	3153694608	573240660	3727311816	554332722	0	0	0	0	0	0	0	0
des_test		249396374094	200788301182	155916233874	120066	0	492000738	0	0	55976039628	0	55378845996	0	0	81324121986	40368060552	69336104004	3220896624	578042676	3799313976	561835872	0	0	0	0	0	0	0	0
des_test		248708373062	200398300597	155974233961	120066	0	480000720	0	0	55746836190	0	55189241730	0	0	81168121752	40296060444	69072103608	3195095850	564837132	3760312806	552832092	0	0	0	0	0	0	0	0
des_test		248144372216	200468300702	155854233781	120066	0	420000630	0	0	55350830250	0	55078839246	0	0	80820121230	40104060156	69624104436	3211296336	562436124	3774713238	546529446	0	0	0	0	0	0	0	0
des_test		249616374424	200336300504	155782233673	120066	0	492000738	0	0	56234043498	0	55465247940	0	0	81360122040	40464060696	69396104094	3207096210	579543306	3787913634	560335242	0	0	0	0	0	0	0	0
des_test		249990374985	200602300903	155798233697	120066	0	492000738	0	0	56346845190	0	55575650424	0	0	81516122274	40548060822	69468104202	3188495652	567538266	3756712698	554332722	0	0	0	0	0	0	0	0
des_test		242820364230	200396300594	156378234567	120066	0	528000792	0	0	54490417344	0	53595605874	0	0	78816118224	38784058176	67140100710	3165694968	557934234	3723711708	545629068	0	0	0	0	0	0	0	0
des_test		246638369957	199502299253	156928235392	120066	0	456000684	0	0	54831222456	0	54421224450	0	0	80400120600	39864059796	69024103536	3167495022	548030076	3715311456	528221760	0	0	0	0	0	0	0	0
des_test		248746373119	200348300522	155760233640	120066	0	504000756	0	0	55775636622	0	55179641514	0	0	81024121536	40212060318	69204103806	3199895994	574441164	3775313256	556433604	0	0	0	0	0	0	0	0
